"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
1556,"Campanha 556","2023-04-17","2023-04-30","41356.95","Publico Alvo 2","não especificado","Mais Seguidores","25.46","10000000"
1557,"Campanha 557","2022-03-20","2022-04-16","19357.15","Publico Alvo 3","Redes Sociais","Mais Seguidores","1.85","2000000"
1559,"Campanha 559","2021-12-30","2022-01-20","7595.18","Publico Alvo 5","Sites de Notícias","Promocional","11.16","7000000"
1561,"Campanha 561","2022-03-09","2022-03-10","46862.76","Publico Alvo 2","Redes Sociais","Divulgação","22.74","9000000"
1562,"Campanha 562","2024-04-16","2024-04-21","70363.39","Publico Alvo 3","Google","Promocional","13.81","9000000"
1563,"Campanha 563","2025-05-22","2025-06-01","22730.27","Publico Alvo 4","Google","Mais Seguidores","27.49","9000000"
1564,"Campanha 564","2023-10-27","2023-11-16","25140.30","Publico Alvo 5","Redes Sociais","não especificado","5.77","7000000"
1565,"Campanha 565","2022-04-22","2022-05-05","700.53","Publico Alvo 1","Google","Divulgação","5.76","2000000"
1566,"Campanha 566","2025-02-27","2025-03-16","27925.70","Publico Alvo 2","não especificado","não especificado","6.51","2000000"
1569,"Campanha 569","2022-01-15","2022-02-01","94629.86","Publico Alvo 5","não especificado","não especificado","24.34","5000000"
1570,"Campanha 570","2022-08-01","2022-08-08","5030.81","Publico Alvo 1","Sites de Notícias","Mais Seguidores","10.99","4000000"
1571,"Campanha 571","2023-10-15","2023-11-14","32034.45","Publico Alvo 2","Google","não especificado","2.39","2000000"
1572,"Campanha 572","2021-06-21","2021-06-29","51003.00","Publico Alvo 3","Redes Sociais","Divulgação","19.93","3000000"
1573,"Campanha 573","2024-09-12","2024-09-19","19877.79","Publico Alvo 4","Redes Sociais","Divulgação","2.78","10000000"
1577,"Campanha 577","2023-11-30","2023-12-22","5811.72","Publico Alvo 3","Sites de Notícias","Divulgação","13.93","1000000"
1581,"Campanha 581","2022-12-22","2023-01-21","2470.83","Publico Alvo 2","Sites de Notícias","Promocional","6.27","4000000"
1582,"Campanha 582","2024-10-29","2024-11-05","49367.93","Publico Alvo 3","não especificado","Divulgação","4.58","4000000"
1583,"Campanha 583","2024-04-25","2024-05-05","23778.42","Publico Alvo 4","Google","Promocional","13.73","8000000"
1585,"Campanha 585","2024-10-08","2024-10-19","72260.89","Publico Alvo 1","Sites de Notícias","Divulgação","12.50","1000000"
1586,"Campanha 586","2021-10-07","2021-11-05","68357.98","Publico Alvo 2","Google","Divulgação","1.79","9000000"
1588,"Campanha 588","2025-02-21","2025-03-19","68096.51","Publico Alvo 4","não especificado","Divulgação","29.81","10000000"
1591,"Campanha 591","2024-07-18","2024-08-02","14038.78","Publico Alvo 2","não especificado","Divulgação","4.43","1000000"
1592,"Campanha 592","2022-07-28","2022-08-10","41843.96","Publico Alvo 3","não especificado","Mais Seguidores","28.81","10000000"
1593,"Campanha 593","2024-08-12","2024-08-25","25361.76","Publico Alvo 4","Google","não especificado","8.27","9000000"
1594,"Campanha 594","2024-03-31","2024-04-15","5380.86","Publico Alvo 5","Sites de Notícias","Mais Seguidores","18.29","10000000"
1595,"Campanha 595","2024-10-17","2024-10-20","24777.20","Publico Alvo 1","Sites de Notícias","não especificado","24.02","5000000"
1597,"Campanha 597","2024-01-21","2024-01-25","4583.29","Publico Alvo 3","Redes Sociais","Mais Seguidores","11.84","5000000"
1599,"Campanha 599","2025-01-20","2025-01-31","90999.62","Publico Alvo 5","Redes Sociais","Promocional","23.03","5000000"
1600,"Campanha 600","2023-03-10","2023-03-29","53611.99","Publico Alvo 1","não especificado","Divulgação","23.67","1000000"
1605,"Campanha 605","2021-05-31","2021-06-22","66465.58","Publico Alvo 1","Google","Divulgação","10.10","4000000"
1607,"Campanha 607","2022-01-04","2022-01-08","60477.61","Publico Alvo 3","Redes Sociais","não especificado","10.92","2000000"
1609,"Campanha 609","2022-01-31","2022-02-15","43716.89","Publico Alvo 5","Sites de Notícias","não especificado","20.70","2000000"
1612,"Campanha 612","2022-08-23","2022-09-15","92048.20","Publico Alvo 3","Redes Sociais","Promocional","23.01","2000000"
1613,"Campanha 613","2025-01-15","2025-02-02","94718.45","Publico Alvo 4","não especificado","Divulgação","25.88","9000000"
1615,"Campanha 615","2024-05-16","2024-05-17","66837.92","Publico Alvo 1","Sites de Notícias","não especificado","29.56","1000000"
1617,"Campanha 617","2024-11-15","2024-12-03","29074.48","Publico Alvo 3","não especificado","Divulgação","21.52","10000000"
1618,"Campanha 618","2021-06-30","2021-07-16","97789.21","Publico Alvo 4","não especificado","Mais Seguidores","11.22","4000000"
1620,"Campanha 620","2022-11-17","2022-12-03","18435.47","Publico Alvo 1","não especificado","não especificado","22.94","1000000"
1621,"Campanha 621","2024-03-11","2024-04-05","49540.18","Publico Alvo 2","Sites de Notícias","Divulgação","22.59","1000000"
1622,"Campanha 622","2022-06-10","2022-07-09","46105.48","Publico Alvo 3","Redes Sociais","não especificado","3.81","8000000"
1623,"Campanha 623","2023-02-10","2023-03-05","25833.40","Publico Alvo 4","Sites de Notícias","Mais Seguidores","19.33","3000000"
1624,"Campanha 624","2024-11-25","2024-12-21","83128.20","Publico Alvo 5","Redes Sociais","não especificado","9.44","9000000"
1628,"Campanha 628","2024-01-11","2024-01-20","51068.91","Publico Alvo 4","Sites de Notícias","Mais Seguidores","21.04","7000000"
1629,"Campanha 629","2025-01-17","2025-01-27","65277.88","Publico Alvo 5","Google","Divulgação","1.43","4000000"
1630,"Campanha 630","2021-09-14","2021-09-16","7769.42","Publico Alvo 1","Sites de Notícias","Divulgação","7.57","8000000"
1631,"Campanha 631","2021-11-23","2021-12-01","56506.11","Publico Alvo 2","Sites de Notícias","não especificado","17.02","9000000"
1632,"Campanha 632","2024-12-20","2024-12-29","7322.95","Publico Alvo 3","Google","Divulgação","29.30","3000000"
1634,"Campanha 634","2024-03-17","2024-03-26","56418.31","Publico Alvo 5","Redes Sociais","Mais Seguidores","0.19","5000000"
1636,"Campanha 636","2023-12-15","2023-12-29","57802.38","Publico Alvo 2","Google","Mais Seguidores","6.06","2000000"
1640,"Campanha 640","2021-09-21","2021-09-23","37966.23","Publico Alvo 1","Google","Promocional","10.07","1000000"
1643,"Campanha 643","2023-10-08","2023-10-28","82680.69","Publico Alvo 4","não especificado","Promocional","16.66","7000000"
1646,"Campanha 646","2022-03-24","2022-04-10","88034.05","Publico Alvo 2","Google","Promocional","1.87","1000000"
1649,"Campanha 649","2022-07-28","2022-08-07","91306.95","Publico Alvo 5","não especificado","Promocional","13.78","4000000"
1650,"Campanha 650","2025-03-16","2025-04-04","39654.93","Publico Alvo 1","Redes Sociais","Promocional","9.43","5000000"
1653,"Campanha 653","2023-09-16","2023-09-22","29183.66","Publico Alvo 4","Redes Sociais","Mais Seguidores","5.08","5000000"
1654,"Campanha 654","2022-10-13","2022-11-07","15975.21","Publico Alvo 5","Redes Sociais","Promocional","10.08","4000000"
1655,"Campanha 655","2023-11-23","2023-12-18","97666.37","Publico Alvo 1","não especificado","Promocional","13.41","3000000"
1656,"Campanha 656","2024-03-28","2024-04-25","89313.02","Publico Alvo 2","não especificado","Mais Seguidores","7.14","9000000"
1657,"Campanha 657","2022-09-21","2022-09-24","2138.99","Publico Alvo 3","Google","Promocional","9.45","9000000"
1658,"Campanha 658","2024-10-02","2024-10-05","3675.52","Publico Alvo 4","Redes Sociais","Promocional","4.79","4000000"
1660,"Campanha 660","2025-01-14","2025-02-11","26280.17","Publico Alvo 1","Redes Sociais","Promocional","15.64","7000000"
1662,"Campanha 662","2022-07-24","2022-08-08","5695.08","Publico Alvo 3","Google","Promocional","29.23","9000000"
1664,"Campanha 664","2023-07-26","2023-07-30","28254.05","Publico Alvo 5","Sites de Notícias","Mais Seguidores","1.45","10000000"
1665,"Campanha 665","2023-03-30","2023-04-04","35527.45","Publico Alvo 1","Google","Divulgação","17.45","9000000"
1667,"Campanha 667","2024-03-29","2024-04-19","87970.77","Publico Alvo 3","não especificado","não especificado","3.43","3000000"
1668,"Campanha 668","2023-03-11","2023-03-21","21318.04","Publico Alvo 4","Google","Promocional","4.78","4000000"
1670,"Campanha 670","2021-10-26","2021-10-29","1978.10","Publico Alvo 1","Redes Sociais","Promocional","24.29","4000000"
1671,"Campanha 671","2024-12-27","2025-01-16","23035.68","Publico Alvo 2","Redes Sociais","Promocional","21.56","5000000"
1672,"Campanha 672","2023-04-10","2023-04-17","16748.89","Publico Alvo 3","Sites de Notícias","Mais Seguidores","0.61","7000000"
1676,"Campanha 676","2023-08-09","2023-08-25","80123.72","Publico Alvo 2","Google","Mais Seguidores","26.93","10000000"
1679,"Campanha 679","2023-07-19","2023-08-04","79406.09","Publico Alvo 5","Sites de Notícias","Mais Seguidores","25.88","8000000"
1681,"Campanha 681","2024-03-30","2024-04-06","43455.83","Publico Alvo 2","Google","Divulgação","7.59","8000000"
1682,"Campanha 682","2024-07-18","2024-08-05","56694.87","Publico Alvo 3","Redes Sociais","Mais Seguidores","24.41","10000000"
1684,"Campanha 684","2022-11-25","2022-12-09","1936.13","Publico Alvo 5","Google","Divulgação","20.53","8000000"
1686,"Campanha 686","2021-08-04","2021-08-15","85318.23","Publico Alvo 2","Redes Sociais","Promocional","4.90","3000000"
1687,"Campanha 687","2024-03-08","2024-03-30","43478.95","Publico Alvo 3","Redes Sociais","Mais Seguidores","28.78","8000000"
1688,"Campanha 688","2021-10-11","2021-10-21","19738.03","Publico Alvo 4","Google","Promocional","29.81","1000000"
1689,"Campanha 689","2025-04-25","2025-04-29","27304.82","Publico Alvo 5","Google","Divulgação","24.89","10000000"
1690,"Campanha 690","2021-12-15","2022-01-08","16384.83","Publico Alvo 1","não especificado","Mais Seguidores","18.62","5000000"
1693,"Campanha 693","2024-11-12","2024-12-03","50949.32","Publico Alvo 4","Sites de Notícias","Mais Seguidores","3.34","7000000"
1695,"Campanha 695","2022-09-21","2022-09-30","80701.79","Publico Alvo 1","Google","Promocional","18.71","1000000"
1696,"Campanha 696","2023-02-21","2023-03-07","86756.43","Publico Alvo 2","Redes Sociais","Promocional","6.40","8000000"
1697,"Campanha 697","2023-08-23","2023-08-30","44071.28","Publico Alvo 3","Google","Divulgação","1.45","10000000"
1698,"Campanha 698","2024-04-25","2024-05-07","11950.88","Publico Alvo 4","Redes Sociais","Promocional","12.92","4000000"
1699,"Campanha 699","2024-05-01","2024-05-12","37958.54","Publico Alvo 5","não especificado","Mais Seguidores","21.11","8000000"
1700,"Campanha 700","2022-03-31","2022-04-05","46431.64","Publico Alvo 1","não especificado","Mais Seguidores","22.88","1000000"
1702,"Campanha 702","2022-01-28","2022-02-14","31532.19","Publico Alvo 3","Sites de Notícias","Divulgação","8.92","10000000"
1703,"Campanha 703","2022-04-12","2022-05-06","17873.65","Publico Alvo 4","Redes Sociais","Divulgação","26.37","1000000"
1704,"Campanha 704","2024-06-23","2024-07-20","12475.78","Publico Alvo 5","Sites de Notícias","Divulgação","23.84","4000000"
1705,"Campanha 705","2023-12-14","2023-12-23","92204.30","Publico Alvo 1","Redes Sociais","Divulgação","3.44","7000000"
1706,"Campanha 706","2023-10-02","2023-10-14","11924.39","Publico Alvo 2","Sites de Notícias","não especificado","21.91","2000000"
1708,"Campanha 708","2021-10-31","2021-11-29","32659.92","Publico Alvo 4","Redes Sociais","não especificado","4.93","2000000"
1709,"Campanha 709","2022-11-09","2022-11-20","72656.47","Publico Alvo 5","Google","Promocional","16.77","7000000"
1710,"Campanha 710","2024-03-12","2024-03-27","20647.00","Publico Alvo 1","Google","não especificado","18.93","2000000"
1711,"Campanha 711","2022-08-07","2022-08-08","23058.75","Publico Alvo 2","Google","Mais Seguidores","4.79","7000000"
1712,"Campanha 712","2023-01-06","2023-02-04","49249.29","Publico Alvo 3","Sites de Notícias","Mais Seguidores","27.94","7000000"
1713,"Campanha 713","2023-04-22","2023-05-03","38277.73","Publico Alvo 4","não especificado","Divulgação","9.63","2000000"
1714,"Campanha 714","2022-04-06","2022-04-27","84531.17","Publico Alvo 5","Google","Mais Seguidores","2.84","2000000"
1716,"Campanha 716","2022-12-02","2022-12-07","49002.75","Publico Alvo 2","Sites de Notícias","não especificado","3.19","6000000"
1717,"Campanha 717","2024-10-06","2024-10-30","67816.28","Publico Alvo 3","Redes Sociais","Mais Seguidores","4.80","2000000"
1718,"Campanha 718","2021-12-02","2021-12-17","19457.38","Publico Alvo 4","Google","Promocional","2.79","8000000"
1719,"Campanha 719","2024-09-01","2024-09-25","72204.56","Publico Alvo 5","não especificado","Promocional","0.90","9000000"
1723,"Campanha 723","2021-12-21","2022-01-15","77019.80","Publico Alvo 4","Sites de Notícias","Promocional","21.10","2000000"
1724,"Campanha 724","2023-05-08","2023-05-29","44137.14","Publico Alvo 5","Sites de Notícias","Mais Seguidores","13.95","6000000"
1725,"Campanha 725","2021-10-26","2021-11-17","64134.17","Publico Alvo 1","Redes Sociais","Promocional","29.56","5000000"
1726,"Campanha 726","2021-11-02","2021-11-28","25305.56","Publico Alvo 2","Redes Sociais","Mais Seguidores","11.47","8000000"
1727,"Campanha 727","2022-01-27","2022-02-15","95184.89","Publico Alvo 3","Google","Divulgação","16.27","9000000"
1729,"Campanha 729","2022-12-16","2023-01-12","24146.78","Publico Alvo 5","Sites de Notícias","Divulgação","4.78","7000000"
1730,"Campanha 730","2024-12-26","2025-01-13","62636.37","Publico Alvo 1","Redes Sociais","Promocional","7.13","3000000"
1731,"Campanha 731","2025-02-10","2025-03-05","99578.83","Publico Alvo 2","Redes Sociais","Promocional","16.26","6000000"
1735,"Campanha 735","2024-12-05","2024-12-08","19194.71","Publico Alvo 1","Redes Sociais","Promocional","6.11","3000000"
1737,"Campanha 737","2022-05-16","2022-06-03","18853.14","Publico Alvo 3","não especificado","Promocional","21.60","1000000"
1738,"Campanha 738","2021-09-03","2021-09-06","2004.84","Publico Alvo 4","Sites de Notícias","Promocional","23.67","10000000"
1739,"Campanha 739","2023-10-20","2023-11-12","45800.36","Publico Alvo 5","Redes Sociais","Mais Seguidores","4.26","3000000"
1740,"Campanha 740","2024-07-03","2024-07-09","62968.61","Publico Alvo 1","Google","Divulgação","26.27","7000000"
1744,"Campanha 744","2024-12-19","2024-12-29","19751.75","Publico Alvo 5","Sites de Notícias","Promocional","17.76","10000000"
1745,"Campanha 745","2024-05-06","2024-05-07","41540.88","Publico Alvo 1","Sites de Notícias","Promocional","6.83","5000000"
1748,"Campanha 748","2024-05-23","2024-06-08","27089.80","Publico Alvo 4","Redes Sociais","Promocional","19.70","5000000"
1749,"Campanha 749","2024-10-12","2024-10-26","83949.61","Publico Alvo 5","Redes Sociais","Mais Seguidores","5.40","6000000"
1750,"Campanha 750","2024-08-24","2024-09-12","25901.65","Publico Alvo 1","Redes Sociais","Promocional","9.88","6000000"
1751,"Campanha 751","2022-07-16","2022-07-21","86623.59","Publico Alvo 2","Google","Mais Seguidores","21.18","8000000"
1752,"Campanha 752","2023-01-30","2023-02-23","71368.92","Publico Alvo 3","Google","Divulgação","17.22","6000000"
1753,"Campanha 753","2023-09-03","2023-09-16","72591.14","Publico Alvo 4","Redes Sociais","Divulgação","19.55","3000000"
1755,"Campanha 755","2022-04-04","2022-04-10","87439.66","Publico Alvo 1","não especificado","Mais Seguidores","24.18","7000000"
1758,"Campanha 758","2024-11-20","2024-11-23","56283.16","Publico Alvo 4","Google","Divulgação","21.19","2000000"
1759,"Campanha 759","2022-11-30","2022-12-08","21754.69","Publico Alvo 5","Sites de Notícias","não especificado","0.23","8000000"
1760,"Campanha 760","2022-03-18","2022-04-07","49615.93","Publico Alvo 1","Redes Sociais","Mais Seguidores","13.92","10000000"
1762,"Campanha 762","2022-07-15","2022-08-13","9968.67","Publico Alvo 3","Redes Sociais","Promocional","1.15","8000000"
1764,"Campanha 764","2024-03-05","2024-03-21","59968.79","Publico Alvo 5","Sites de Notícias","Promocional","17.57","2000000"
1765,"Campanha 765","2021-12-07","2021-12-23","35821.80","Publico Alvo 1","Sites de Notícias","não especificado","23.74","9000000"
1766,"Campanha 766","2024-04-18","2024-05-11","3451.01","Publico Alvo 2","Google","Mais Seguidores","1.23","9000000"
1767,"Campanha 767","2025-03-16","2025-03-30","30929.15","Publico Alvo 3","Redes Sociais","não especificado","8.82","3000000"
1769,"Campanha 769","2023-01-18","2023-01-29","22660.50","Publico Alvo 5","Sites de Notícias","Divulgação","9.49","10000000"
1771,"Campanha 771","2023-11-04","2023-11-12","3617.86","Publico Alvo 2","Google","Divulgação","29.11","7000000"
1772,"Campanha 772","2022-05-15","2022-05-21","36522.74","Publico Alvo 3","Redes Sociais","Divulgação","5.47","1000000"
1774,"Campanha 774","2022-07-30","2022-08-11","66146.46","Publico Alvo 5","Google","Divulgação","2.44","6000000"
1777,"Campanha 777","2021-11-29","2021-12-21","5162.88","Publico Alvo 3","Google","não especificado","16.63","5000000"
1778,"Campanha 778","2022-10-31","2022-11-05","1252.38","Publico Alvo 4","Redes Sociais","Divulgação","24.89","8000000"
1779,"Campanha 779","2022-02-14","2022-02-25","79013.40","Publico Alvo 5","Google","Mais Seguidores","27.83","4000000"
1780,"Campanha 780","2022-08-03","2022-08-22","92272.85","Publico Alvo 1","Google","Mais Seguidores","25.05","5000000"
1781,"Campanha 781","2024-05-27","2024-06-05","69048.56","Publico Alvo 2","Redes Sociais","não especificado","18.27","2000000"
1783,"Campanha 783","2023-12-23","2024-01-02","146.37","Publico Alvo 4","Google","Mais Seguidores","8.47","9000000"
1784,"Campanha 784","2021-08-23","2021-09-08","11404.36","Publico Alvo 5","Redes Sociais","Promocional","24.31","7000000"
1785,"Campanha 785","2021-06-20","2021-06-24","44927.22","Publico Alvo 1","Google","Mais Seguidores","18.18","6000000"
1786,"Campanha 786","2022-02-10","2022-02-23","12814.96","Publico Alvo 2","Google","Mais Seguidores","17.39","8000000"
1787,"Campanha 787","2023-06-13","2023-07-12","56787.30","Publico Alvo 3","Sites de Notícias","Mais Seguidores","7.52","1000000"
1789,"Campanha 789","2025-01-30","2025-02-21","70431.16","Publico Alvo 5","Redes Sociais","não especificado","27.97","10000000"
1791,"Campanha 791","2024-03-24","2024-04-21","31473.58","Publico Alvo 2","Sites de Notícias","Divulgação","0.63","9000000"
1792,"Campanha 792","2023-03-06","2023-03-31","54259.34","Publico Alvo 3","Sites de Notícias","Promocional","10.46","5000000"
1793,"Campanha 793","2023-07-08","2023-07-26","2560.03","Publico Alvo 4","Google","Mais Seguidores","7.78","5000000"
1794,"Campanha 794","2025-03-25","2025-04-14","51825.82","Publico Alvo 5","Redes Sociais","Divulgação","9.05","3000000"
1795,"Campanha 795","2022-12-01","2022-12-15","44343.46","Publico Alvo 1","Sites de Notícias","Promocional","13.94","2000000"
1796,"Campanha 796","2025-02-19","2025-02-26","35490.15","Publico Alvo 2","não especificado","Divulgação","9.22","6000000"
1797,"Campanha 797","2022-08-11","2022-08-27","88457.47","Publico Alvo 3","Google","Divulgação","9.32","7000000"
1800,"Campanha 800","2025-04-16","2025-05-07","35153.46","Publico Alvo 1","Google","Promocional","0.07","9000000"
1803,"Campanha 803","2021-10-17","2021-11-13","27783.50","Publico Alvo 4","Sites de Notícias","não especificado","2.75","5000000"
1804,"Campanha 804","2024-04-29","2024-05-18","22156.58","Publico Alvo 5","Google","Promocional","2.35","9000000"
1805,"Campanha 805","2024-07-26","2024-08-05","3241.48","Publico Alvo 1","Google","não especificado","10.09","7000000"
1807,"Campanha 807","2021-08-23","2021-09-05","2654.16","Publico Alvo 3","Google","Promocional","13.54","7000000"
1809,"Campanha 809","2025-04-13","2025-05-07","77980.40","Publico Alvo 5","Google","Divulgação","18.60","3000000"
1811,"Campanha 811","2023-11-11","2023-11-19","19754.06","Publico Alvo 2","Sites de Notícias","Promocional","5.81","2000000"
1812,"Campanha 812","2023-10-12","2023-10-14","50423.02","Publico Alvo 3","Google","Divulgação","4.66","6000000"
1817,"Campanha 817","2023-01-24","2023-01-26","82978.38","Publico Alvo 3","Sites de Notícias","não especificado","16.44","6000000"
1819,"Campanha 819","2022-07-13","2022-07-21","69178.05","Publico Alvo 5","Google","Divulgação","27.15","1000000"
1820,"Campanha 820","2024-06-29","2024-07-02","21192.54","Publico Alvo 1","Google","Divulgação","23.63","6000000"
1821,"Campanha 821","2024-11-25","2024-12-13","60106.23","Publico Alvo 2","Redes Sociais","Promocional","24.81","1000000"
1824,"Campanha 824","2023-12-18","2024-01-05","23782.60","Publico Alvo 5","Google","Mais Seguidores","26.88","9000000"
1828,"Campanha 828","2024-01-07","2024-01-24","7432.52","Publico Alvo 4","Redes Sociais","não especificado","16.08","3000000"
1829,"Campanha 829","2024-06-22","2024-07-18","75807.87","Publico Alvo 5","não especificado","Promocional","20.78","2000000"
1833,"Campanha 833","2025-05-21","2025-05-23","94886.98","Publico Alvo 4","Redes Sociais","Mais Seguidores","21.79","5000000"
1834,"Campanha 834","2021-12-03","2021-12-22","88767.46","Publico Alvo 5","Redes Sociais","Promocional","7.83","9000000"
1835,"Campanha 835","2024-09-17","2024-09-25","60782.42","Publico Alvo 1","não especificado","Divulgação","19.95","10000000"
1836,"Campanha 836","2022-07-05","2022-07-06","81076.17","Publico Alvo 2","Google","Promocional","21.36","4000000"
1838,"Campanha 838","2023-04-21","2023-05-07","92461.96","Publico Alvo 4","Sites de Notícias","Divulgação","21.24","3000000"
1839,"Campanha 839","2021-10-19","2021-11-06","10110.45","Publico Alvo 5","não especificado","Mais Seguidores","14.87","3000000"
1840,"Campanha 840","2022-07-23","2022-08-06","34310.49","Publico Alvo 1","Google","não especificado","27.48","9000000"
1841,"Campanha 841","2023-09-23","2023-09-27","68038.71","Publico Alvo 2","Google","não especificado","10.69","10000000"
1842,"Campanha 842","2024-02-18","2024-03-16","74720.43","Publico Alvo 3","não especificado","Promocional","5.81","4000000"
1843,"Campanha 843","2023-01-23","2023-01-26","12964.54","Publico Alvo 4","Redes Sociais","Divulgação","28.21","6000000"
1844,"Campanha 844","2023-10-09","2023-10-18","78433.10","Publico Alvo 5","Redes Sociais","Mais Seguidores","21.13","7000000"
1847,"Campanha 847","2022-09-11","2022-09-16","60816.66","Publico Alvo 3","Sites de Notícias","não especificado","23.86","7000000"
1848,"Campanha 848","2022-11-10","2022-11-22","36155.71","Publico Alvo 4","Google","não especificado","23.90","3000000"
1850,"Campanha 850","2025-03-26","2025-04-20","5987.45","Publico Alvo 1","Sites de Notícias","Divulgação","27.42","2000000"
1852,"Campanha 852","2025-04-27","2025-05-16","86613.85","Publico Alvo 3","Sites de Notícias","Divulgação","1.08","1000000"
1854,"Campanha 854","2022-07-14","2022-08-04","407.49","Publico Alvo 5","Sites de Notícias","Mais Seguidores","22.18","7000000"
1856,"Campanha 856","2023-11-12","2023-11-20","65772.20","Publico Alvo 2","Google","não especificado","19.93","10000000"
1857,"Campanha 857","2022-08-05","2022-09-02","33891.21","Publico Alvo 3","Google","não especificado","6.94","9000000"
1858,"Campanha 858","2024-09-19","2024-10-09","22429.37","Publico Alvo 4","Google","Mais Seguidores","29.64","1000000"
1860,"Campanha 860","2023-02-22","2023-03-09","88331.67","Publico Alvo 1","Google","Divulgação","25.28","7000000"
1863,"Campanha 863","2022-12-28","2023-01-07","16291.26","Publico Alvo 4","Sites de Notícias","Mais Seguidores","21.79","5000000"
1865,"Campanha 865","2023-10-22","2023-10-31","65370.49","Publico Alvo 1","Redes Sociais","Divulgação","3.51","4000000"
1866,"Campanha 866","2025-04-26","2025-05-25","66768.26","Publico Alvo 2","Redes Sociais","Promocional","17.63","5000000"
1867,"Campanha 867","2022-06-24","2022-06-27","73391.30","Publico Alvo 3","Google","Promocional","6.69","4000000"
1869,"Campanha 869","2022-08-21","2022-09-19","53764.34","Publico Alvo 5","Redes Sociais","Divulgação","2.35","3000000"
1871,"Campanha 871","2023-03-28","2023-04-01","30489.57","Publico Alvo 2","não especificado","Mais Seguidores","18.38","9000000"
1872,"Campanha 872","2022-09-08","2022-09-16","15961.95","Publico Alvo 3","Google","não especificado","1.50","10000000"
1873,"Campanha 873","2024-02-26","2024-03-20","77923.43","Publico Alvo 4","Sites de Notícias","Divulgação","5.71","2000000"
1874,"Campanha 874","2021-08-18","2021-09-09","90778.27","Publico Alvo 5","Redes Sociais","não especificado","23.63","6000000"
1875,"Campanha 875","2022-02-17","2022-03-12","49284.71","Publico Alvo 1","Sites de Notícias","não especificado","7.80","7000000"
1876,"Campanha 876","2025-03-16","2025-03-26","19901.83","Publico Alvo 2","Redes Sociais","Mais Seguidores","5.75","4000000"
1877,"Campanha 877","2023-09-23","2023-10-05","61256.72","Publico Alvo 3","Redes Sociais","Divulgação","19.45","10000000"
1878,"Campanha 878","2021-12-04","2021-12-12","74408.52","Publico Alvo 4","não especificado","não especificado","25.29","9000000"
1879,"Campanha 879","2022-11-11","2022-11-29","16874.97","Publico Alvo 5","Sites de Notícias","Mais Seguidores","23.41","9000000"
1880,"Campanha 880","2022-05-23","2022-05-31","91939.90","Publico Alvo 1","Redes Sociais","Mais Seguidores","22.66","4000000"
1881,"Campanha 881","2022-05-16","2022-06-15","38734.12","Publico Alvo 2","Sites de Notícias","Promocional","6.01","7000000"
1882,"Campanha 882","2022-01-13","2022-02-11","92896.21","Publico Alvo 3","Sites de Notícias","Divulgação","16.64","3000000"
1883,"Campanha 883","2022-03-16","2022-03-29","34105.06","Publico Alvo 4","não especificado","Mais Seguidores","4.65","2000000"
1886,"Campanha 886","2023-03-11","2023-03-24","6170.78","Publico Alvo 2","Redes Sociais","Mais Seguidores","27.63","10000000"
1887,"Campanha 887","2024-08-19","2024-08-24","57239.98","Publico Alvo 3","Sites de Notícias","não especificado","2.40","1000000"
1889,"Campanha 889","2024-04-16","2024-04-29","82364.00","Publico Alvo 5","não especificado","Promocional","26.07","5000000"
1890,"Campanha 890","2024-10-09","2024-10-30","26569.24","Publico Alvo 1","Redes Sociais","Promocional","22.51","9000000"
1891,"Campanha 891","2021-12-30","2022-01-21","48445.29","Publico Alvo 2","Sites de Notícias","Mais Seguidores","24.61","3000000"
1892,"Campanha 892","2024-06-04","2024-06-30","40659.03","Publico Alvo 3","não especificado","Mais Seguidores","11.89","4000000"
1893,"Campanha 893","2024-10-24","2024-10-29","26646.92","Publico Alvo 4","não especificado","Mais Seguidores","26.19","9000000"
1894,"Campanha 894","2024-02-07","2024-02-19","39430.89","Publico Alvo 5","Sites de Notícias","Mais Seguidores","23.10","3000000"
1897,"Campanha 897","2024-10-24","2024-11-21","87566.43","Publico Alvo 3","Redes Sociais","não especificado","6.10","5000000"
1899,"Campanha 899","2021-12-25","2021-12-31","66146.49","Publico Alvo 5","Google","Promocional","24.81","2000000"
1900,"Campanha 900","2023-12-25","2024-01-03","6380.10","Publico Alvo 1","Sites de Notícias","Mais Seguidores","13.68","2000000"
1901,"Campanha 901","2023-04-07","2023-04-30","65572.44","Publico Alvo 2","Redes Sociais","Divulgação","19.83","9000000"
1902,"Campanha 902","2022-02-18","2022-03-09","48920.66","Publico Alvo 3","Sites de Notícias","não especificado","24.16","4000000"
1903,"Campanha 903","2024-12-16","2025-01-14","90303.80","Publico Alvo 4","Sites de Notícias","Promocional","18.38","10000000"
1904,"Campanha 904","2022-07-08","2022-07-26","95137.64","Publico Alvo 5","não especificado","Mais Seguidores","16.42","1000000"
1907,"Campanha 907","2025-03-02","2025-03-03","32704.08","Publico Alvo 3","Redes Sociais","Promocional","22.85","7000000"
1908,"Campanha 908","2022-03-27","2022-03-30","15529.14","Publico Alvo 4","Redes Sociais","Divulgação","14.42","4000000"
1909,"Campanha 909","2024-03-18","2024-04-03","27754.17","Publico Alvo 5","Sites de Notícias","não especificado","13.00","1000000"
