"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
940,"Campanha 940","2024-03-27","2024-04-19","66457.47","Publico Alvo 1","Google","Mais Seguidores","28.49","1000000"
941,"Campanha 941","2022-01-26","2022-02-18","23801.44","?",NULL,"Promocional","22.54","10000000"
942,"Campanha 942","2025-05-18","2025-06-11","97843.33","Publico Alvo 3","Google",NULL,"7.62","7000000"
943,"Campanha 943","2023-03-14","2023-03-26","6372.70","Publico Alvo 4",NULL,"Mais Seguidores","2.98","3000000"
944,"Campanha 944","2022-04-30","2022-05-06",NULL,"Publico Alvo 5",NULL,"Mais Seguidores","15.96","7000000"
945,"Campanha 945","2023-09-29","2023-10-14","35029.62","?","Redes Sociais","Mais Seguidores","16.11","9000000"
946,"Campanha 946","2023-08-29","2023-08-30","10057.06","Publico Alvo 2","Sites de Notícias","Mais Seguidores","22.93","5000000"
947,"Campanha 947","2024-01-04","2024-01-06","69024.65","?",NULL,"Divulgação","28.66","7000000"
948,"Campanha 948","2024-06-23","2024-07-17","74079.84","Publico Alvo 4","Google","Promocional","14.68","6000000"
949,"Campanha 949","2021-09-01","2021-09-26","41300.03","Publico Alvo 5",NULL,"Promocional","21.94","2000000"
950,"Campanha 950","2023-02-08","2023-03-04","8134.46","Publico Alvo 1",NULL,"Divulgação","0.15","7000000"
951,"Campanha 951","2021-06-05","2021-06-16",NULL,"?","Google","Promocional","24.72","4000000"
952,"Campanha 952","2022-06-11","2022-07-11","13711.13","Publico Alvo 3","Google",NULL,"12.97","1000000"
953,"Campanha 953","2021-08-16","2021-08-25",NULL,"Publico Alvo 4","Google",NULL,"17.29","2000000"
954,"Campanha 954","2021-06-08","2021-07-03",NULL,"Publico Alvo 5","Google","Promocional","8.47","8000000"
955,"Campanha 955","2023-12-12","2024-01-04",NULL,"?",NULL,"Mais Seguidores","0.83","5000000"
956,"Campanha 956","2022-08-01","2022-08-10","7310.76","?","Google","Divulgação","28.53","5000000"
957,"Campanha 957","2024-12-18","2025-01-13","32404.45","Publico Alvo 3","Sites de Notícias","Mais Seguidores","20.80","7000000"
958,"Campanha 958","2024-06-18","2024-06-28","73606.58","Publico Alvo 4","Sites de Notícias","Promocional","0.32","5000000"
959,"Campanha 959","2024-03-10","2024-04-09",NULL,"Publico Alvo 5","Redes Sociais","Divulgação","26.98","9000000"
960,"Campanha 960","2021-10-25","2021-11-19","63237.10","Publico Alvo 1","Google",NULL,"25.60","9000000"
961,"Campanha 961","2021-11-05","2021-11-28","53207.42","Publico Alvo 2","Sites de Notícias",NULL,"6.45","3000000"
962,"Campanha 962","2023-07-02","2023-07-06","26951.16","Publico Alvo 3","Redes Sociais",NULL,"7.36","3000000"
963,"Campanha 963","2025-03-16","2025-04-07","2655.24","Publico Alvo 4","Sites de Notícias","Mais Seguidores","18.79","4000000"
964,"Campanha 964","2023-02-10","2023-02-15","66324.35","?",NULL,"Divulgação","0.67","1000000"
965,"Campanha 965","2025-05-07","2025-05-21","19271.54","Publico Alvo 1","Redes Sociais","Divulgação","4.69","1000000"
966,"Campanha 966","2024-04-23","2024-05-01",NULL,"Publico Alvo 2","Redes Sociais","Divulgação","20.80","5000000"
967,"Campanha 967","2021-10-28","2021-11-27","61292.92","Publico Alvo 3","Google","Divulgação","16.09","3000000"
968,"Campanha 968","2021-12-21","2022-01-09",NULL,"Publico Alvo 4",NULL,"Mais Seguidores","20.46","8000000"
969,"Campanha 969","2025-03-15","2025-03-29","50205.99","?",NULL,"Promocional","16.31","2000000"
970,"Campanha 970","2023-12-24","2024-01-01",NULL,"Publico Alvo 1","Google",NULL,"10.21","7000000"
971,"Campanha 971","2022-11-13","2022-11-29","49200.78","Publico Alvo 2","Redes Sociais","Divulgação","20.49","8000000"
972,"Campanha 972","2023-04-30","2023-05-08",NULL,"Publico Alvo 3","Sites de Notícias","Mais Seguidores","6.42","1000000"
973,"Campanha 973","2022-07-02","2022-07-21","8473.20","Publico Alvo 4","Sites de Notícias","Divulgação","8.66","6000000"
974,"Campanha 974","2021-07-27","2021-08-15","13566.13","Publico Alvo 5","Google","Promocional","15.97","10000000"
975,"Campanha 975","2022-03-22","2022-04-15","18841.34","?","Google","Mais Seguidores","28.72","2000000"
976,"Campanha 976","2024-11-11","2024-11-20","52290.76","Publico Alvo 2","Redes Sociais","Mais Seguidores","10.58","9000000"
977,"Campanha 977","2021-10-13","2021-10-30","22511.35","Publico Alvo 3",NULL,"Promocional","19.65","9000000"
978,"Campanha 978","2021-09-20","2021-10-05","68883.99","Publico Alvo 4","Sites de Notícias",NULL,"7.27","10000000"
979,"Campanha 979","2023-05-04","2023-05-17","11549.03","Publico Alvo 5","Redes Sociais","Promocional","29.45","7000000"
980,"Campanha 980","2025-05-03","2025-05-24","42195.88","Publico Alvo 1","Redes Sociais","Mais Seguidores","5.67","4000000"
981,"Campanha 981","2023-03-13","2023-03-19",NULL,"?","Google",NULL,"29.43","1000000"
982,"Campanha 982","2021-12-13","2022-01-02","54890.41","Publico Alvo 3","Google","Promocional","24.25","5000000"
983,"Campanha 983","2025-01-25","2025-02-21",NULL,"Publico Alvo 4","Sites de Notícias",NULL,"24.52","5000000"
984,"Campanha 984","2023-10-02","2023-10-17",NULL,"Publico Alvo 5","Sites de Notícias","Mais Seguidores","25.27","6000000"
985,"Campanha 985","2022-04-29","2022-05-24",NULL,"Publico Alvo 1",NULL,"Divulgação","0.37","5000000"
986,"Campanha 986","2021-06-01","2021-06-06","98280.37","Publico Alvo 2","Sites de Notícias","Promocional","23.18","5000000"
987,"Campanha 987","2025-03-17","2025-03-23",NULL,"Publico Alvo 3","Sites de Notícias","Promocional","29.78","4000000"
988,"Campanha 988","2023-06-01","2023-06-14",NULL,"Publico Alvo 4","Redes Sociais","Promocional","8.03","4000000"
989,"Campanha 989","2022-11-06","2022-12-06","5508.21","Publico Alvo 5","Google","Divulgação","1.24","4000000"
990,"Campanha 990","2023-01-27","2023-02-03","42150.93","Publico Alvo 1",NULL,"Divulgação","29.88","5000000"
991,"Campanha 991","2023-10-13","2023-11-02",NULL,"Publico Alvo 2","Google","Divulgação","19.58","3000000"
992,"Campanha 992","2024-04-06","2024-04-15","33294.86","Publico Alvo 3",NULL,"Promocional","7.15","5000000"
993,"Campanha 993","2022-10-04","2022-10-23","58104.85","Publico Alvo 4","Google",NULL,"27.02","1000000"
994,"Campanha 994","2021-11-30","2021-12-30",NULL,"?","Sites de Notícias",NULL,"11.54","1000000"
995,"Campanha 995","2023-11-05","2023-11-06","42410.95","Publico Alvo 1","Sites de Notícias","Promocional","18.41","6000000"
996,"Campanha 996","2024-01-20","2024-01-27","41874.03","Publico Alvo 2","Redes Sociais",NULL,"15.77","10000000"
997,"Campanha 997","2024-06-21","2024-07-16",NULL,"?","Google","Divulgação","7.62","7000000"
998,"Campanha 998","2023-10-18","2023-11-09","59471.43","Publico Alvo 4","Redes Sociais","Mais Seguidores","16.42","1000000"
999,"Campanha 999","2021-08-07","2021-09-02","38146.57","?","Google","Divulgação","11.15","7000000"
1000,"Campanha 1000","2023-01-28","2023-02-02",NULL,"Publico Alvo 1","Google","Divulgação","8.33","7000000"
1001,"Campanha 1","2024-02-15","2024-02-29","56767.93","Publico Alvo 2","Sites de Notícias","Mais Seguidores","28.97","3000000"
1002,"Campanha 2","2024-04-15","2024-04-20","62471.67","Publico Alvo 3","Google",NULL,"21.82","1000000"
1003,"Campanha 3","2022-09-19","2022-10-11","89243.51","Publico Alvo 4","Google","Promocional","17.14","8000000"
1004,"Campanha 4","2021-11-25","2021-12-20","83963.21","?","Redes Sociais","Promocional","25.01","5000000"
1005,"Campanha 5","2023-04-08","2023-04-21",NULL,"Publico Alvo 1",NULL,"Promocional","23.32","5000000"
1006,"Campanha 6","2022-01-04","2022-01-28",NULL,"Publico Alvo 2","Sites de Notícias",NULL,"1.10","10000000"
1007,"Campanha 7","2023-04-20","2023-04-22",NULL,"?",NULL,NULL,"16.56","9000000"
1008,"Campanha 8","2024-08-19","2024-09-08",NULL,"Publico Alvo 4","Google","Promocional","0.60","2000000"
1009,"Campanha 9","2023-12-31","2024-01-19","26597.35","?","Sites de Notícias",NULL,"22.40","10000000"
1010,"Campanha 10","2022-08-23","2022-09-03","61842.62","Publico Alvo 1","Redes Sociais","Mais Seguidores","4.90","9000000"
1011,"Campanha 11","2022-02-17","2022-03-02","34613.76","Publico Alvo 2","Sites de Notícias","Divulgação","15.94","5000000"
1012,"Campanha 12","2024-05-22","2024-06-09","37666.53","Publico Alvo 3",NULL,NULL,"5.60","6000000"
1013,"Campanha 13","2022-12-21","2023-01-06","80753.20","Publico Alvo 4",NULL,"Promocional","26.88","9000000"
1014,"Campanha 14","2022-07-07","2022-07-25","11154.40","Publico Alvo 5","Redes Sociais",NULL,"10.31","8000000"
1015,"Campanha 15","2023-06-23","2023-06-28",NULL,"Publico Alvo 1","Google","Promocional","12.04","8000000"
1016,"Campanha 16","2021-09-27","2021-10-02","15851.12","Publico Alvo 2","Redes Sociais","Divulgação","8.39","8000000"
1017,"Campanha 17","2024-10-03","2024-10-09","71770.11","Publico Alvo 3","Redes Sociais",NULL,"19.26","2000000"
1018,"Campanha 18","2024-02-08","2024-02-13","98257.66","Publico Alvo 4","Google","Promocional","17.11","3000000"
1019,"Campanha 19","2024-09-02","2024-09-27","89099.32","Publico Alvo 5","Google","Mais Seguidores","26.33","7000000"
1020,"Campanha 20","2024-08-08","2024-09-03","58944.43","?","Google","Promocional","20.60","10000000"
1021,"Campanha 21","2023-04-27","2023-04-30","62885.58","Publico Alvo 2","Sites de Notícias",NULL,"4.50","8000000"
1022,"Campanha 22","2023-08-07","2023-08-22","61576.34","Publico Alvo 3","Sites de Notícias",NULL,"26.92","9000000"
1023,"Campanha 23","2024-07-20","2024-07-21","58788.00","?","Sites de Notícias","Divulgação","0.44","5000000"
1024,"Campanha 24","2023-04-25","2023-05-01",NULL,"?","Sites de Notícias","Divulgação","29.06","8000000"
1025,"Campanha 25","2024-12-03","2024-12-22","819.12","?","Google","Divulgação","15.44","2000000"
1026,"Campanha 26","2025-04-05","2025-04-29","40460.98","Publico Alvo 2","Sites de Notícias","Promocional","26.53","2000000"
1027,"Campanha 27","2024-06-15","2024-07-06",NULL,"Publico Alvo 3",NULL,"Promocional","6.59","2000000"
1028,"Campanha 28","2025-02-12","2025-02-26","43795.57","Publico Alvo 4","Redes Sociais","Divulgação","14.83","1000000"
1029,"Campanha 29","2024-10-12","2024-10-25","10179.57","Publico Alvo 5","Sites de Notícias","Promocional","10.10","2000000"
1030,"Campanha 30","2024-05-25","2024-06-09","83331.37","?","Google","Divulgação","15.57","1000000"
1031,"Campanha 31","2022-10-02","2022-10-31",NULL,"Publico Alvo 2","Redes Sociais","Promocional","15.39","5000000"
1032,"Campanha 32","2022-11-30","2022-12-18","99748.94","Publico Alvo 3","Sites de Notícias","Mais Seguidores","6.33","10000000"
1033,"Campanha 33","2021-09-23","2021-10-22","33080.67","Publico Alvo 4",NULL,"Divulgação","24.81","1000000"
1034,"Campanha 34","2022-10-06","2022-10-22","62689.20","Publico Alvo 5","Google","Divulgação","21.05","9000000"
1035,"Campanha 35","2021-12-19","2022-01-15","58676.05","Publico Alvo 1","Google","Promocional","9.12","1000000"
1036,"Campanha 36","2022-08-01","2022-08-02","52552.95","?","Google","Divulgação","6.60","4000000"
1037,"Campanha 37","2023-04-10","2023-04-16","1277.68","Publico Alvo 3","Redes Sociais","Promocional","6.40","9000000"
1038,"Campanha 38","2024-02-05","2024-02-22",NULL,"Publico Alvo 4","Sites de Notícias",NULL,"20.08","7000000"
1039,"Campanha 39","2023-03-12","2023-04-10","75144.20","?","Redes Sociais","Divulgação","25.53","3000000"
1040,"Campanha 40","2025-02-07","2025-02-10","4508.13","Publico Alvo 1","Sites de Notícias",NULL,"14.99","8000000"
1041,"Campanha 41","2023-02-13","2023-02-20","38482.37","?","Sites de Notícias",NULL,"29.84","8000000"
1042,"Campanha 42","2025-05-13","2025-05-28","35791.54","Publico Alvo 3","Google","Mais Seguidores","13.60","8000000"
1043,"Campanha 43","2024-11-16","2024-11-26","31342.77","Publico Alvo 4",NULL,"Divulgação","10.19","9000000"
1044,"Campanha 44","2022-10-30","2022-11-26","32549.92","Publico Alvo 5","Redes Sociais","Divulgação","19.71","9000000"
1045,"Campanha 45","2022-01-13","2022-02-01","60603.70","Publico Alvo 1","Google",NULL,"17.15","5000000"
1046,"Campanha 46","2022-10-10","2022-11-06","22504.65","Publico Alvo 2","Google","Promocional","29.27","4000000"
1047,"Campanha 47","2024-02-03","2024-02-12","28997.41","Publico Alvo 3","Redes Sociais","Promocional","10.15","4000000"
1048,"Campanha 48","2022-11-12","2022-11-19",NULL,"?","Redes Sociais","Divulgação","20.96","9000000"
1049,"Campanha 49","2024-12-20","2025-01-09","4437.31","?","Redes Sociais",NULL,"22.10","7000000"
1050,"Campanha 50","2021-06-11","2021-06-17","48042.68","Publico Alvo 1","Google","Divulgação","13.23","10000000"
1051,"Campanha 51","2022-10-15","2022-11-07","27241.75","Publico Alvo 2","Redes Sociais","Promocional","18.37","8000000"
1052,"Campanha 52","2021-11-16","2021-11-25","90502.73","Publico Alvo 3","Redes Sociais",NULL,"0.31","9000000"
1053,"Campanha 53","2024-03-16","2024-03-21","28238.57","Publico Alvo 4","Google","Promocional","7.66","1000000"
1054,"Campanha 54","2024-02-18","2024-03-05","18652.63","Publico Alvo 5","Google","Divulgação","11.68","8000000"
1055,"Campanha 55","2024-05-31","2024-06-02",NULL,"Publico Alvo 1","Google","Mais Seguidores","9.90","10000000"
1056,"Campanha 56","2025-02-27","2025-03-12","70726.51","Publico Alvo 2","Sites de Notícias","Divulgação","24.78","10000000"
1057,"Campanha 57","2022-04-04","2022-04-14","94461.27","Publico Alvo 3","Google",NULL,"3.52","3000000"
1058,"Campanha 58","2024-11-04","2024-11-12","49675.57","?","Redes Sociais","Mais Seguidores","2.64","4000000"
1059,"Campanha 59","2024-11-26","2024-12-09","44658.93","Publico Alvo 5","Google","Promocional","8.95","3000000"
1060,"Campanha 60","2024-08-18","2024-09-13",NULL,"Publico Alvo 1","Redes Sociais","Divulgação","9.63","7000000"
1061,"Campanha 61","2024-07-21","2024-07-22","68939.18","Publico Alvo 2","Sites de Notícias","Divulgação","6.02","9000000"
1062,"Campanha 62","2023-04-10","2023-05-09","29505.76","Publico Alvo 3","Sites de Notícias","Mais Seguidores","12.51","10000000"
1063,"Campanha 63","2023-02-26","2023-03-05","65006.71","Publico Alvo 4","Redes Sociais",NULL,"6.82","9000000"
1064,"Campanha 64","2024-06-21","2024-07-15","86641.84","Publico Alvo 5","Google","Mais Seguidores","25.61","6000000"
1065,"Campanha 65","2024-11-03","2024-11-23","17586.78","Publico Alvo 1",NULL,"Mais Seguidores","18.15","7000000"
1066,"Campanha 66","2022-09-02","2022-09-23","68572.85","Publico Alvo 2","Sites de Notícias","Mais Seguidores","16.41","2000000"
1067,"Campanha 67","2022-06-05","2022-06-09","11990.52","?","Google","Divulgação","22.37","10000000"
1068,"Campanha 68","2024-01-20","2024-02-08","36736.55","Publico Alvo 4","Sites de Notícias",NULL,"13.71","8000000"
1069,"Campanha 69","2024-08-01","2024-08-13",NULL,"?","Google","Promocional","27.14","8000000"
1070,"Campanha 70","2021-09-29","2021-10-26",NULL,"Publico Alvo 1",NULL,NULL,"6.76","10000000"
1071,"Campanha 71","2022-12-26","2023-01-05",NULL,"Publico Alvo 2","Google","Divulgação","24.43","2000000"
1072,"Campanha 72","2022-05-15","2022-06-10","24381.31","?","Sites de Notícias","Promocional","10.51","5000000"
1073,"Campanha 73","2023-10-08","2023-11-06",NULL,"Publico Alvo 4",NULL,NULL,"11.69","3000000"
1074,"Campanha 74","2023-12-15","2023-12-27","77883.34","Publico Alvo 5","Sites de Notícias","Divulgação","11.01","9000000"
1075,"Campanha 75","2021-12-05","2021-12-30",NULL,"Publico Alvo 1","Sites de Notícias","Promocional","27.25","7000000"
1076,"Campanha 76","2024-08-14","2024-09-03","78273.50","Publico Alvo 2","Google","Promocional","12.71","2000000"
1077,"Campanha 77","2024-08-03","2024-08-05","67558.00","Publico Alvo 3","Redes Sociais","Divulgação","3.45","7000000"
1078,"Campanha 78","2022-11-18","2022-12-14","71010.00","?","Google","Divulgação","11.23","7000000"
1079,"Campanha 79","2021-09-07","2021-09-24",NULL,"Publico Alvo 5","Google","Mais Seguidores","6.31","1000000"
1080,"Campanha 80","2024-04-14","2024-04-20","72936.73","Publico Alvo 1","Google","Promocional","12.77","6000000"
1081,"Campanha 81","2024-03-10","2024-03-26","87906.09","Publico Alvo 2","Google","Divulgação","0.14","2000000"
1082,"Campanha 82","2023-08-20","2023-08-31","79047.81","?","Sites de Notícias","Divulgação","29.22","2000000"
1083,"Campanha 83","2021-07-14","2021-08-10",NULL,"Publico Alvo 4","Sites de Notícias","Mais Seguidores","11.77","8000000"
1084,"Campanha 84","2024-01-21","2024-02-08","32432.68","Publico Alvo 5","Redes Sociais","Promocional","28.34","4000000"
1085,"Campanha 85","2023-07-20","2023-08-12","85851.83","Publico Alvo 1","Sites de Notícias",NULL,"27.15","4000000"
1086,"Campanha 86","2023-07-06","2023-07-29","73139.45","Publico Alvo 2","Redes Sociais",NULL,"24.68","2000000"
1087,"Campanha 87","2023-11-25","2023-12-15","68695.45","?","Sites de Notícias","Promocional","9.43","7000000"
1088,"Campanha 88","2021-08-02","2021-08-23","19709.96","Publico Alvo 4",NULL,"Mais Seguidores","14.96","9000000"
1089,"Campanha 89","2024-11-20","2024-11-29","6979.98","Publico Alvo 5",NULL,NULL,"17.42","1000000"
1090,"Campanha 90","2025-05-14","2025-05-25","40206.53","?",NULL,"Divulgação","8.01","3000000"
1091,"Campanha 91","2024-05-06","2024-05-26","22287.47","Publico Alvo 2","Sites de Notícias","Mais Seguidores","17.08","2000000"
1092,"Campanha 92","2021-09-19","2021-10-14","99416.40","Publico Alvo 3",NULL,"Divulgação","13.60","8000000"
1093,"Campanha 93","2021-10-01","2021-10-25",NULL,"Publico Alvo 4","Sites de Notícias","Divulgação","27.90","9000000"
1094,"Campanha 94","2022-08-21","2022-09-08","97345.26","Publico Alvo 5",NULL,"Mais Seguidores","28.95","5000000"
1095,"Campanha 95","2024-09-14","2024-09-24","65200.42","Publico Alvo 1",NULL,NULL,"20.85","2000000"
1096,"Campanha 96","2022-11-08","2022-11-25","8137.12","?","Redes Sociais","Promocional","7.31","6000000"
1097,"Campanha 97","2022-12-12","2022-12-28","76189.37","Publico Alvo 3","Redes Sociais",NULL,"25.70","5000000"
1098,"Campanha 98","2025-03-12","2025-03-24","52319.36","?","Sites de Notícias","Promocional","25.89","5000000"
1099,"Campanha 99","2023-02-09","2023-03-11","68353.30","Publico Alvo 5","Redes Sociais","Divulgação","16.09","4000000"
1100,"Campanha 100","2023-10-24","2023-11-07","29197.53","Publico Alvo 1","Redes Sociais","Divulgação","24.27","9000000"
1101,"Campanha 101","2021-10-05","2021-10-07","37883.06","Publico Alvo 2","Sites de Notícias","Divulgação","10.78","6000000"
1102,"Campanha 102","2021-07-04","2021-07-24","7500.59","Publico Alvo 3",NULL,"Divulgação","24.72","3000000"
1103,"Campanha 103","2023-02-19","2023-03-05","57042.33","Publico Alvo 4","Sites de Notícias","Promocional","3.96","2000000"
1104,"Campanha 104","2024-08-08","2024-08-31","45352.11","Publico Alvo 5",NULL,"Promocional","18.11","8000000"
1105,"Campanha 105","2025-03-13","2025-03-17","35450.68","?","Redes Sociais","Mais Seguidores","14.80","3000000"
1106,"Campanha 106","2024-11-26","2024-12-14",NULL,"?","Google","Promocional","13.95","8000000"
1107,"Campanha 107","2025-01-19","2025-02-03","47286.56","Publico Alvo 3","Redes Sociais","Mais Seguidores","3.98","8000000"
1108,"Campanha 108","2022-08-21","2022-09-10","8778.46","Publico Alvo 4","Google","Divulgação","2.91","2000000"
1109,"Campanha 109","2022-08-29","2022-09-18","60245.49","Publico Alvo 5",NULL,NULL,"16.56","5000000"
1110,"Campanha 110","2023-11-09","2023-11-21","36188.18","Publico Alvo 1","Google","Mais Seguidores","24.59","4000000"
1111,"Campanha 111","2024-12-05","2024-12-20",NULL,"Publico Alvo 2","Google","Mais Seguidores","1.03","6000000"
1112,"Campanha 112","2023-01-04","2023-01-26",NULL,"Publico Alvo 3","Sites de Notícias","Mais Seguidores","11.38","7000000"
1113,"Campanha 113","2023-12-06","2023-12-11","59589.26","?",NULL,"Promocional","2.65","8000000"
1114,"Campanha 114","2024-11-12","2024-11-26","91604.27","Publico Alvo 5","Sites de Notícias","Promocional","28.15","8000000"
1115,"Campanha 115","2024-02-10","2024-03-10","83774.73","?","Google","Promocional","20.56","3000000"
1116,"Campanha 116","2025-05-21","2025-06-13","93881.02","?","Google","Promocional","10.83","6000000"
1117,"Campanha 117","2024-11-19","2024-12-08","77156.10","Publico Alvo 3","Google","Divulgação","12.44","8000000"
1118,"Campanha 118","2022-06-18","2022-06-29","8709.27","?",NULL,"Divulgação","3.43","3000000"
1119,"Campanha 119","2024-09-28","2024-10-02",NULL,"Publico Alvo 5","Google","Divulgação","29.24","2000000"
1120,"Campanha 120","2025-01-11","2025-02-02","35582.57","Publico Alvo 1","Google","Divulgação","3.27","4000000"
1121,"Campanha 121","2022-11-23","2022-11-24","1.96","Publico Alvo 2",NULL,"Promocional","14.23","6000000"
1122,"Campanha 122","2023-02-04","2023-03-06","663.35","?",NULL,"Mais Seguidores","17.81","10000000"
1123,"Campanha 123","2023-04-02","2023-04-29","41318.07","Publico Alvo 4","Google","Divulgação","29.36","10000000"
1124,"Campanha 124","2022-10-22","2022-11-02","32818.98","Publico Alvo 5","Google","Mais Seguidores","17.28","3000000"
1125,"Campanha 125","2022-03-19","2022-03-22","62327.70","Publico Alvo 1","Google","Mais Seguidores","11.79","3000000"
1126,"Campanha 126","2022-10-31","2022-11-20","87894.05","Publico Alvo 2","Redes Sociais",NULL,"24.31","10000000"
1127,"Campanha 127","2022-02-02","2022-02-07","99311.76","Publico Alvo 3","Google","Divulgação","9.90","8000000"
1128,"Campanha 128","2023-02-25","2023-03-21","60547.35","Publico Alvo 4","Sites de Notícias","Divulgação","29.18","4000000"
1129,"Campanha 129","2022-05-13","2022-06-01","11001.25","Publico Alvo 5","Redes Sociais","Promocional","14.38","2000000"
1130,"Campanha 130","2023-10-24","2023-11-21","83217.54","Publico Alvo 1","Google",NULL,"24.10","1000000"
1131,"Campanha 131","2025-01-08","2025-01-16","16925.90","Publico Alvo 2","Redes Sociais",NULL,"11.04","8000000"
1132,"Campanha 132","2022-05-14","2022-06-01",NULL,"Publico Alvo 3",NULL,"Mais Seguidores","8.46","8000000"
1133,"Campanha 133","2024-08-24","2024-08-27","50298.17","Publico Alvo 4","Sites de Notícias","Promocional","4.64","7000000"
1134,"Campanha 134","2024-10-22","2024-11-16",NULL,"Publico Alvo 5","Google","Divulgação","4.50","10000000"
1135,"Campanha 135","2024-10-13","2024-10-25","98035.56","Publico Alvo 1","Google","Mais Seguidores","3.25","6000000"
1136,"Campanha 136","2022-07-28","2022-08-14","75857.24","?","Redes Sociais","Promocional","25.65","3000000"
1137,"Campanha 137","2024-10-01","2024-10-14","95430.34","Publico Alvo 3",NULL,NULL,"6.26","2000000"
1138,"Campanha 138","2024-06-13","2024-06-17","90303.40","Publico Alvo 4",NULL,"Mais Seguidores","9.64","9000000"
1139,"Campanha 139","2022-01-26","2022-02-25","99444.13","Publico Alvo 5","Sites de Notícias","Mais Seguidores","4.19","10000000"
1140,"Campanha 140","2022-09-11","2022-10-05","36130.50","Publico Alvo 1",NULL,"Divulgação","14.52","5000000"
1141,"Campanha 141","2021-11-13","2021-11-24","14978.58","Publico Alvo 2",NULL,"Mais Seguidores","23.38","1000000"
1142,"Campanha 142","2024-03-07","2024-03-13",NULL,"Publico Alvo 3","Google","Divulgação","12.90","6000000"
1143,"Campanha 143","2021-12-27","2022-01-07","94421.31","Publico Alvo 4","Redes Sociais","Promocional","2.85","5000000"
1144,"Campanha 144","2021-11-19","2021-12-18","28714.61","Publico Alvo 5","Google","Promocional","24.98","6000000"
1145,"Campanha 145","2023-01-13","2023-01-20","43339.82","Publico Alvo 1","Google","Divulgação","13.25","6000000"
1146,"Campanha 146","2022-09-06","2022-09-11","31643.73","Publico Alvo 2","Redes Sociais","Promocional","11.03","9000000"
1147,"Campanha 147","2023-04-26","2023-05-17","57615.83","Publico Alvo 3","Sites de Notícias","Mais Seguidores","21.59","4000000"
1148,"Campanha 148","2023-10-20","2023-11-17","72686.43","Publico Alvo 4","Sites de Notícias","Promocional","29.25","5000000"
1149,"Campanha 149","2024-12-09","2025-01-01","29407.07","Publico Alvo 5","Redes Sociais",NULL,"5.40","2000000"
1150,"Campanha 150","2024-09-01","2024-09-24",NULL,"Publico Alvo 1","Google","Divulgação","12.23","5000000"
1151,"Campanha 151","2023-03-28","2023-04-10","14388.89","Publico Alvo 2",NULL,NULL,"15.51","9000000"
1152,"Campanha 152","2022-08-09","2022-08-15","13.96","Publico Alvo 3","Sites de Notícias","Promocional","10.09","8000000"
1153,"Campanha 153","2022-03-22","2022-04-11","55066.65","Publico Alvo 4","Sites de Notícias","Mais Seguidores","9.05","5000000"
1154,"Campanha 154","2024-11-28","2024-12-20","66917.93","Publico Alvo 5",NULL,"Divulgação","23.38","5000000"
1155,"Campanha 155","2024-04-23","2024-04-25","21805.10","?",NULL,"Divulgação","16.97","1000000"
1156,"Campanha 156","2021-11-21","2021-12-10",NULL,"Publico Alvo 2","Sites de Notícias","Divulgação","16.41","4000000"
1157,"Campanha 157","2023-05-12","2023-05-25","70211.71","Publico Alvo 3","Sites de Notícias",NULL,"26.50","6000000"
1158,"Campanha 158","2022-02-11","2022-02-16","85582.81","Publico Alvo 4","Sites de Notícias",NULL,"5.92","9000000"
1159,"Campanha 159","2024-01-15","2024-02-05",NULL,"?","Sites de Notícias","Mais Seguidores","21.36","3000000"
1160,"Campanha 160","2022-08-18","2022-09-03","55053.63","Publico Alvo 1","Google",NULL,"6.82","3000000"
1161,"Campanha 161","2021-06-28","2021-07-22","79292.30","Publico Alvo 2","Redes Sociais","Mais Seguidores","4.81","8000000"
1162,"Campanha 162","2024-03-19","2024-03-21","66525.97","?",NULL,NULL,"12.80","4000000"
1163,"Campanha 163","2022-12-01","2022-12-04","18802.24","Publico Alvo 4","Redes Sociais","Promocional","11.15","6000000"
1164,"Campanha 164","2024-06-16","2024-06-25","67087.04","Publico Alvo 5","Redes Sociais","Promocional","20.04","8000000"
1165,"Campanha 165","2023-01-31","2023-02-05","20268.79","Publico Alvo 1","Sites de Notícias","Mais Seguidores","6.99","4000000"
1166,"Campanha 166","2024-07-15","2024-07-20",NULL,"Publico Alvo 2","Redes Sociais",NULL,"10.57","5000000"
1167,"Campanha 167","2022-06-27","2022-07-25","8188.51","Publico Alvo 3","Redes Sociais","Promocional","17.05","10000000"
1168,"Campanha 168","2021-10-04","2021-10-24","55278.16","Publico Alvo 4","Google","Divulgação","17.70","8000000"
1169,"Campanha 169","2021-10-05","2021-10-15",NULL,"Publico Alvo 5","Sites de Notícias","Promocional","22.01","8000000"
1170,"Campanha 170","2022-01-06","2022-01-29",NULL,"Publico Alvo 1","Sites de Notícias","Promocional","28.20","3000000"
1171,"Campanha 171","2023-09-19","2023-09-27","21699.43","Publico Alvo 2","Redes Sociais","Promocional","12.78","5000000"
1172,"Campanha 172","2025-02-10","2025-02-25","36344.53","?",NULL,"Divulgação","24.55","8000000"
1173,"Campanha 173","2023-09-24","2023-10-24","56068.19","Publico Alvo 4","Sites de Notícias",NULL,"11.51","4000000"
1174,"Campanha 174","2022-02-04","2022-03-06",NULL,"Publico Alvo 5","Redes Sociais","Divulgação","29.84","2000000"
